,g_sv,g_sv_per_layer,A_n,A_c,A_j,A_p,A_n_limit_factor,R_d,c_i,f_VPD,v_cmax,j_max
2079,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2080,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2081,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2082,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2083,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2084,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2085,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2086,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2087,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2088,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2089,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2090,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2091,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2092,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2093,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2094,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2095,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2096,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2097,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2098,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2099,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2100,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2101,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2102,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2103,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2104,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2105,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2106,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2107,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2108,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2109,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2110,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2111,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2112,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2113,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2114,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2115,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2116,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2117,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2118,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2119,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2120,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2121,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2122,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2123,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2124,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2125,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2126,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2127,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2128,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2129,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2130,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2131,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2132,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2133,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2134,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2135,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2136,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2137,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2138,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2139,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2140,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2141,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2142,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2143,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2144,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2145,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2146,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2147,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2148,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2149,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2150,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2151,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2152,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2153,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2154,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2155,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2156,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2157,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2158,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2159,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2160,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2161,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2162,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2163,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2164,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2165,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2166,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2167,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2168,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2169,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2170,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2171,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2172,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2173,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2174,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2175,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2176,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2177,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2178,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2179,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2180,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2181,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2182,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2183,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2184,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2185,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2186,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2187,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2188,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2189,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2190,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2191,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2192,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2193,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2194,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2195,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2196,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2197,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2198,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2199,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2200,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2201,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2202,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2203,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2204,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2205,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2206,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2207,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2208,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2209,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2210,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2211,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2212,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2213,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2214,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2215,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2216,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2217,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2218,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2219,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2220,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2221,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2222,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2223,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2224,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2225,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2226,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2227,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2228,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2229,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2230,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2231,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2232,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2233,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2234,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2235,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2236,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2237,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2238,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2239,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2240,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2241,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2242,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2243,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2244,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2245,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2246,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2247,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2248,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2249,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2250,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2251,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2252,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2253,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2254,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2255,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2256,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2257,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2258,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2259,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2260,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2261,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2262,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2263,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2264,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2265,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2266,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2267,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2268,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2269,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2270,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2271,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2272,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2273,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2274,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2275,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2276,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2277,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2278,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2279,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2280,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2281,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2282,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2283,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2284,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2285,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2286,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2287,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2288,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2289,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2290,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2291,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2292,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2293,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2294,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2295,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2296,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2297,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2298,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2299,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2300,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2301,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
2302,,"[20000, 20000, 20000]",0.0,0.0,0.0,0.0,"['NA', 'NA', 'NA']",0.0,0.0,1,,
