Ts_C,td,P,VPD,hr,dd,par,u,precip,o3
21.49,3042.4441666666667,93.45,1.36437,22.0,224.0,0.0,0.06,0.0,48.997
20.27,3042.4441666666667,93.45,1.17507,23.0,224.0,0.0,0.06,0.0,46.569
17.56,3067.337916666667,93.51,0.79938,0.0,225.0,0.0,0.08,0.0,43.643
18.55,3067.337916666667,93.46,0.85268,1.0,225.0,0.0,0.05,0.0,40.591
18.05,3067.337916666667,93.48,0.74932,2.0,225.0,0.0,0.09,0.0,37.642
16.83,3067.337916666667,93.62,0.5572,3.0,225.0,0.0,0.17,0.0,34.796
17.31,3067.337916666667,93.53,0.59954,4.0,225.0,0.0,0.18,0.0,32.291
17.06,3067.337916666667,93.57,0.55119,5.0,225.0,0.0,0.2,0.0,30.511
26.8,3067.337916666667,93.65,2.16639,6.0,225.0,80.71,0.22,0.0,29.468
20.15,3067.337916666667,93.63,0.91345,7.0,225.0,299.02,0.58,0.0,40.264
23.47,3067.337916666667,93.64,1.40762,8.0,225.0,503.54,0.4,0.0,45.81
31.4,3067.337916666667,93.58,3.13206,9.0,225.0,680.33,0.19,0.0,51.212
28.34,3067.337916666667,93.63,2.44745,10.0,225.0,818.25,0.23,0.0,60.784
29.87,3067.337916666667,93.61,2.95084,11.0,225.0,908.84,0.43,0.0,68.574
32.41,3067.337916666667,93.48,3.7441,12.0,225.0,946.23,0.62,0.0,73.148
31.75,3067.337916666667,93.56,3.5559,13.0,225.0,927.34,0.6,0.0,75.302
32.08,3067.337916666667,93.52,3.65324,14.0,225.0,854.01,0.59,0.0,75.775
30.46,3067.337916666667,93.46,3.20942,15.0,225.0,730.86,0.59,0.0,75.277
31.76,3067.337916666667,93.48,3.56586,16.0,225.0,565.64,0.56,0.0,74.348
31.11,3067.337916666667,93.47,3.38721,17.0,225.0,368.76,0.52,0.0,72.473
23.71,3067.337916666667,93.55,1.2707,18.0,225.0,151.91,0.21,0.0,68.065
28.2,3067.337916666667,93.48,2.27079,19.0,225.0,0.0,0.19,0.0,64.386
25.95,3067.337916666667,93.51,1.93145,20.0,225.0,0.0,0.18,0.0,60.52
20.47,3067.337916666667,93.64,1.23953,21.0,225.0,0.0,0.15,0.0,56.295
22.62,3067.337916666667,93.57,1.53596,22.0,225.0,0.0,0.17,0.0,52.738
21.54,3067.337916666667,93.6,1.31775,23.0,225.0,0.0,0.22,0.0,50.349
18.08,3092.075416666667,93.64,0.77716,0.0,226.0,0.0,0.29,0.0,49.072
19.67,3092.075416666667,93.64,0.97008,1.0,226.0,0.0,0.3,0.0,48.092
18.88,3092.075416666667,93.64,0.8287,2.0,226.0,0.0,0.33,0.0,47.072
16.91,3092.075416666667,93.64,0.5438,3.0,226.0,0.0,0.38,0.0,45.575
17.69,3092.075416666667,93.64,0.61614,4.0,226.0,0.0,0.38,0.0,43.294
17.3,3092.075416666667,93.64,0.5385,5.0,226.0,0.0,0.38,0.0,40.339
24.6,3092.075416666667,93.59,1.66536,6.0,226.0,77.75,0.38,0.0,36.26
19.48,3092.075416666667,93.63,0.75098,7.0,226.0,296.25,0.82,0.0,39.816
22.04,3092.075416666667,93.61,1.07921,8.0,226.0,501.15,0.87,0.0,44.076
30.57,3092.075416666667,93.49,2.82336,9.0,226.0,678.28,0.9,0.0,49.164
26.6,3092.075416666667,93.57,1.92406,10.0,226.0,816.29,0.88,0.0,57.214
28.59,3092.075416666667,93.53,2.42446,11.0,226.0,906.9,0.87,0.0,62.044
32.63,3092.075416666667,93.32,3.55002,12.0,226.0,944.34,0.86,0.0,64.504
31.27,3092.075416666667,93.45,3.19865,13.0,226.0,925.15,0.68,0.0,65.572
31.96,3092.075416666667,93.4,3.42673,14.0,226.0,851.55,0.52,0.0,65.984
30.43,3092.075416666667,93.25,3.04069,15.0,226.0,728.19,0.45,0.0,65.803
31.9,3092.075416666667,93.3,3.43629,16.0,226.0,562.46,0.39,0.0,65.246
31.17,3092.075416666667,93.28,3.22597,17.0,226.0,365.13,0.33,0.0,64.007
24.12,3092.075416666667,93.39,1.57891,18.0,226.0,147.72,0.25,0.0,62.469
28.31,3092.075416666667,93.28,2.5118,19.0,226.0,0.0,0.24,0.0,60.539
26.21,3092.075416666667,93.33,2.0886,20.0,226.0,0.0,0.29,0.0,58.193
20.59,3092.075416666667,93.42,1.14875,21.0,226.0,0.0,0.11,0.0,55.033
22.94,3092.075416666667,93.4,1.51595,22.0,226.0,0.0,0.11,0.0,52.294
21.76,3092.075416666667,93.41,1.30161,23.0,226.0,0.0,0.12,0.0,50.097
18.72,3116.875416666667,93.25,0.83184,0.0,227.0,0.0,0.15,0.0,48.211
19.98,3116.875416666667,93.38,1.02759,1.0,227.0,0.0,0.15,0.0,45.929
19.36,3116.875416666667,93.33,0.95352,2.0,227.0,0.0,0.15,0.0,43.544
17.65,3116.875416666667,93.26,0.7374,3.0,227.0,0.0,0.16,0.0,40.985
18.36,3116.875416666667,93.25,0.81957,4.0,227.0,0.0,0.14,0.0,38.206
18.01,3116.875416666667,93.26,0.76039,5.0,227.0,0.0,0.13,0.0,35.307
25.15,3116.875416666667,93.32,1.91851,6.0,227.0,74.9,0.13,0.017,31.811
20.14,3116.875416666667,93.27,0.98382,7.0,227.0,293.55,0.54,0.017,32.363
22.64,3116.875416666667,93.29,1.30844,8.0,227.0,498.41,0.52,0.017,35.334
31.38,3116.875416666667,93.26,3.162,9.0,227.0,676.32,0.49,0.0,38.68
27.23,3116.875416666667,93.31,2.16772,10.0,227.0,814.48,0.54,0.0,52.563
29.31,3116.875416666667,93.29,2.68897,11.0,227.0,905.04,0.6,0.0,59.245
31.57,3116.875416666667,93.17,3.31883,12.0,227.0,910.89,0.67,0.057,62.085
31.45,3116.875416666667,93.24,3.22959,13.0,227.0,892.23,0.57,0.057,62.397
31.52,3116.875416666667,93.21,3.18904,14.0,227.0,820.76,0.52,0.057,61.332
29.22,3116.875416666667,93.14,2.52671,15.0,227.0,181.31,0.56,0.0,59.773
30.79,3116.875416666667,93.16,2.92717,16.0,227.0,139.78,0.51,0.0,58.403
30.01,3116.875416666667,93.15,2.71879,17.0,227.0,90.33,0.47,0.0,56.505
24.15,3116.875416666667,93.24,1.39842,18.0,227.0,143.41,0.38,0.007,54.89
27.52,3116.875416666667,93.16,2.21215,19.0,227.0,0.0,0.31,0.007,53.108
25.83,3116.875416666667,93.2,1.96851,20.0,227.0,0.0,0.23,0.007,51.199
20.53,3116.875416666667,93.25,1.15417,21.0,227.0,0.0,0.04,0.0,47.633
22.94,3116.875416666667,93.24,1.54411,22.0,227.0,0.0,0.01,0.0,44.676
21.74,3116.875416666667,93.25,1.34864,23.0,227.0,0.0,0.03,0.0,42.088
19.16,3141.2825000000007,93.23,0.97191,0.0,228.0,0.0,0.08,0.0,39.938
20.08,3141.2825000000007,93.25,0.99195,1.0,228.0,0.0,0.02,0.0,38.425
19.62,3141.2825000000007,93.24,0.84504,2.0,228.0,0.0,0.02,0.0,37.021
18.08,3141.2825000000007,93.25,0.56891,3.0,228.0,0.0,0.08,0.0,35.862
18.8,3141.2825000000007,93.23,0.67165,4.0,228.0,0.0,0.07,0.0,34.897
18.44,3141.2825000000007,93.24,0.62757,5.0,228.0,0.0,0.06,0.0,34.221
25.35,3141.2825000000007,93.3,1.78487,6.0,228.0,72.02,0.06,0.0,33.632
20.5,3141.2825000000007,93.26,0.96236,7.0,228.0,291.25,0.11,0.0,45.534
22.92,3141.2825000000007,93.28,1.41951,8.0,228.0,496.77,0.24,0.0,48.336
30.59,3141.2825000000007,93.21,3.14224,9.0,228.0,671.12,0.5,0.0,50.897
27.11,3141.2825000000007,93.28,2.29404,10.0,228.0,808.71,0.52,0.0,54.051
28.85,3141.2825000000007,93.25,2.69176,11.0,228.0,898.89,0.57,0.0,56.636
30.11,3141.2825000000007,93.12,3.00132,12.0,228.0,896.94,0.64,0.097,58.388
30.44,3141.2825000000007,93.19,3.10274,13.0,228.0,878.32,0.37,0.097,59.703
30.28,3141.2825000000007,93.16,3.02714,14.0,228.0,807.46,0.16,0.097,61.152
28.68,3141.2825000000007,93.1,2.70621,15.0,228.0,705.63,0.33,0.0,62.689
29.64,3141.2825000000007,93.12,2.96745,16.0,228.0,542.89,0.39,0.0,63.69
29.16,3141.2825000000007,93.11,2.87304,17.0,228.0,349.11,0.43,0.0,63.448
23.08,3141.2825000000007,93.1,1.59339,18.0,228.0,139.05,0.43,0.0,61.768
26.81,3141.2825000000007,93.1,2.38805,19.0,228.0,0.0,0.41,0.0,59.455
24.95,3141.2825000000007,93.1,2.06991,20.0,228.0,0.0,0.37,0.0,56.894
20.02,3141.2825000000007,93.13,1.29782,21.0,228.0,0.0,0.08,0.0,52.578
22.06,3141.2825000000007,93.11,1.62611,22.0,228.0,0.0,0.08,0.0,49.35
21.04,3141.2825000000007,93.12,1.46774,23.0,228.0,0.0,0.07,0.0,46.449
18.37,3165.369583333334,93.06,1.08616,0.0,229.0,0.0,0.07,0.0,43.744
19.48,3165.369583333334,93.11,1.17905,1.0,229.0,0.0,0.06,0.0,41.643
18.93,3165.369583333334,93.09,1.05772,2.0,229.0,0.0,0.09,0.0,40.199
17.12,3165.369583333334,93.08,0.77833,3.0,229.0,0.0,0.13,0.0,38.948
17.95,3165.369583333334,93.06,0.86453,4.0,229.0,0.0,0.1,0.0,37.393
17.53,3165.369583333334,93.07,0.79247,5.0,229.0,0.0,0.08,0.0,35.697
25.37,3165.369583333334,93.19,2.05618,6.0,229.0,69.1,0.08,0.0,33.596
19.86,3165.369583333334,93.1,1.01614,7.0,229.0,288.68,0.33,0.0,38.669
22.61,3165.369583333334,93.14,1.37038,8.0,229.0,494.53,0.36,0.0,42.701
30.24,3165.369583333334,93.12,2.91113,9.0,229.0,672.11,0.53,0.0,47.17
27.0,3165.369583333334,93.17,2.18499,10.0,229.0,810.47,0.59,0.0,55.349
28.62,3165.369583333334,93.15,2.60341,11.0,229.0,901.02,0.69,0.0,57.712
30.83,3165.369583333334,92.99,3.20994,12.0,229.0,919.23,0.81,0.0,57.898
30.45,3165.369583333334,93.09,3.08781,13.0,229.0,899.8,0.8,0.0,57.549
30.65,3165.369583333334,93.05,3.11968,14.0,229.0,826.74,0.81,0.0,56.995
27.93,3165.369583333334,93.01,2.427,15.0,229.0,717.84,0.83,0.007,56.089
29.86,3165.369583333334,92.99,2.89662,16.0,229.0,551.18,0.72,0.007,55.026
28.89,3165.369583333334,93.0,2.65626,17.0,229.0,352.66,0.62,0.007,53.48
22.87,3165.369583333334,93.14,1.37811,18.0,229.0,134.31,0.47,0.023,51.429
26.23,3165.369583333334,93.04,2.00687,19.0,229.0,0.0,0.42,0.023,49.384
24.54,3165.369583333334,93.08,1.65289,20.0,229.0,0.0,0.37,0.023,47.084
19.94,3165.369583333334,93.1,0.86573,21.0,229.0,0.0,0.08,0.0,43.195
21.9,3165.369583333334,93.13,1.17715,22.0,229.0,0.0,0.06,0.0,40.446
20.92,3165.369583333334,93.12,1.02849,23.0,229.0,0.0,0.07,0.0,38.138
18.61,3190.0650000000005,93.02,0.6999,0.0,230.0,0.0,0.09,0.0,36.105
19.5,3190.0650000000005,93.08,0.79871,1.0,230.0,0.0,0.05,0.0,34.09
19.06,3190.0650000000005,93.06,0.72297,2.0,230.0,0.0,0.07,0.0,32.248
18.16,3190.0650000000005,93.06,0.59577,3.0,230.0,0.0,0.12,0.0,30.433
18.46,3190.0650000000005,93.03,0.61895,4.0,230.0,0.0,0.1,0.0,28.652
18.31,3190.0650000000005,93.04,0.58304,5.0,230.0,0.0,0.09,0.0,27.029
24.71,3190.0650000000005,93.16,1.61171,6.0,230.0,65.64,0.09,0.0,25.314
20.33,3190.0650000000005,93.08,0.85092,7.0,230.0,283.82,0.2,0.0,33.955
22.52,3190.0650000000005,93.12,1.1968,8.0,230.0,488.52,0.33,0.0,38.428
30.07,3190.0650000000005,93.07,2.78515,9.0,230.0,668.79,0.65,0.0,42.583
26.51,3190.0650000000005,93.14,1.9774,10.0,230.0,806.99,0.69,0.0,51.254
28.29,3190.0650000000005,93.11,2.40723,11.0,230.0,897.39,0.75,0.0,57.755
32.24,3190.0650000000005,92.98,3.46677,12.0,230.0,935.29,0.83,0.003,60.514
30.8,3190.0650000000005,93.05,3.0885,13.0,230.0,915.29,0.6,0.003,61.185
31.53,3190.0650000000005,93.02,3.29647,14.0,230.0,840.4,0.37,0.003,61.568
29.33,3190.0650000000005,93.05,2.73441,15.0,230.0,714.52,0.3,0.01,62.121
31.26,3190.0650000000005,93.0,3.25229,16.0,230.0,547.45,0.24,0.01,62.73
30.29,3190.0650000000005,93.02,3.01649,17.0,230.0,348.39,0.22,0.01,62.836
23.93,3190.0650000000005,93.14,1.60714,18.0,230.0,129.57,0.23,0.013,62.562
27.52,3190.0650000000005,93.07,2.32196,19.0,230.0,0.0,0.24,0.013,61.865
25.72,3190.0650000000005,93.1,1.91197,20.0,230.0,0.0,0.3,0.013,61.04
20.8,3190.0650000000005,93.1,1.02563,21.0,230.0,0.0,0.11,0.0,59.192
22.89,3190.0650000000005,93.13,1.3369,22.0,230.0,0.0,0.06,0.0,57.026
21.85,3190.0650000000005,93.12,1.17211,23.0,230.0,0.0,0.08,0.0,54.508
19.2,3215.832916666667,92.94,0.79418,0.0,231.0,0.0,0.15,0.0,51.197
20.28,3215.832916666667,93.06,0.93348,1.0,231.0,0.0,0.06,0.0,47.804
19.75,3215.832916666667,93.01,0.78774,2.0,231.0,0.0,0.02,0.0,44.813
18.01,3215.832916666667,92.92,0.67334,3.0,231.0,0.0,0.04,0.003,41.742
18.81,3215.832916666667,92.94,0.76837,4.0,231.0,0.0,0.02,0.003,38.383
18.41,3215.832916666667,92.93,0.70071,5.0,231.0,0.0,0.02,0.003,35.152
26.15,3215.832916666667,93.08,2.00452,6.0,231.0,63.16,0.02,0.0,32.286
20.71,3215.832916666667,92.96,0.91924,7.0,231.0,283.18,0.37,0.0,40.011
23.42,3215.832916666667,93.01,1.27611,8.0,231.0,489.64,0.51,0.0,45.021
31.77,3215.832916666667,93.05,3.07905,9.0,231.0,667.53,0.64,0.0,49.636
28.03,3215.832916666667,93.07,2.26471,10.0,231.0,806.11,0.72,0.0,57.868
29.9,3215.832916666667,93.06,2.86184,11.0,231.0,896.57,0.85,0.0,61.402
33.08,3215.832916666667,93.01,3.88617,12.0,231.0,233.26,1.0,0.0,62.497
32.21,3215.832916666667,93.04,3.66156,13.0,231.0,228.22,0.86,0.0,62.776
32.65,3215.832916666667,93.03,3.8211,14.0,231.0,209.4,0.72,0.0,62.973
30.51,3215.832916666667,93.01,3.25842,15.0,231.0,711.39,0.57,0.0,63.096
32.22,3215.832916666667,93.01,3.72236,16.0,231.0,543.71,0.53,0.0,63.101
31.37,3215.832916666667,93.01,3.47258,17.0,231.0,344.13,0.49,0.0,62.284
25.35,3215.832916666667,92.92,1.28705,18.0,231.0,124.99,0.13,0.0,59.087
28.8,3215.832916666667,92.99,2.20578,19.0,231.0,0.0,0.14,0.0,57.011
27.08,3215.832916666667,92.96,2.04919,20.0,231.0,0.0,0.16,0.0,55.328
22.69,3215.832916666667,92.94,1.45114,21.0,231.0,0.0,0.18,0.003,53.754
24.46,3215.832916666667,92.92,1.7393,22.0,231.0,0.0,0.21,0.003,52.505
23.57,3215.832916666667,92.93,1.54175,23.0,231.0,0.0,0.23,0.003,51.434
19.56,3241.4033333333336,92.79,0.86071,0.0,232.0,0.0,0.27,0.0,49.862
21.66,3241.4033333333336,92.91,1.16203,1.0,232.0,0.0,0.19,0.0,47.25
20.62,3241.4033333333336,92.86,0.99277,2.0,232.0,0.0,0.14,0.0,44.494
18.05,3241.4033333333336,92.89,0.66554,3.0,232.0,0.0,0.12,0.0,41.646
19.05,3241.4033333333336,92.81,0.78496,4.0,232.0,0.0,0.09,0.0,38.745
18.54,3241.4033333333336,92.85,0.69971,5.0,232.0,0.0,0.06,0.0,35.91
25.38,3241.4033333333336,93.04,1.83871,6.0,232.0,60.17,0.07,0.0,32.52
20.48,3241.4033333333336,92.92,0.94788,7.0,232.0,280.33,0.43,0.0,35.348
22.92,3241.4033333333336,92.97,1.31808,8.0,232.0,487.09,0.54,0.0,39.374
31.99,3241.4033333333336,93.0,3.33867,9.0,232.0,665.2,0.67,0.0,43.628
27.59,3241.4033333333336,93.03,2.19409,10.0,232.0,803.84,0.76,0.0,56.906
29.79,3241.4033333333336,93.02,2.69594,11.0,232.0,894.26,0.9,0.0,65.192
33.25,3241.4033333333336,92.87,3.63339,12.0,232.0,930.75,1.06,0.003,67.772
32.42,3241.4033333333336,92.97,3.40373,13.0,232.0,910.17,1.0,0.003,68.301
32.84,3241.4033333333336,92.93,3.54476,14.0,232.0,834.6,0.95,0.003,68.166
29.92,3241.4033333333336,92.97,2.75296,15.0,232.0,699.26,0.91,0.197,67.545
32.13,3241.4033333333336,92.89,3.35241,16.0,232.0,533.32,0.79,0.197,66.629
31.02,3241.4033333333336,92.93,3.04058,17.0,232.0,335.63,0.66,0.197,65.26
24.59,3241.4033333333336,93.05,1.45005,18.0,232.0,119.87,0.41,0.017,62.984
28.14,3241.4033333333336,92.99,2.22573,19.0,232.0,0.0,0.29,0.017,61.08
26.36,3241.4033333333336,93.01,1.89029,20.0,232.0,0.0,0.21,0.017,58.874
21.4,3241.4033333333336,93.05,1.14758,21.0,232.0,0.0,0.09,0.003,55.173
23.53,3241.4033333333336,93.05,1.33397,22.0,232.0,0.0,0.01,0.003,52.027
22.46,3241.4033333333336,93.05,1.19739,23.0,232.0,0.0,0.01,0.003,49.705
19.84,3266.434166666667,92.91,0.92636,0.0,233.0,0.0,0.09,0.0,47.075
20.89,3266.434166666667,93.02,1.05443,1.0,233.0,0.0,0.08,0.0,44.383
20.37,3266.434166666667,92.97,0.9669,2.0,233.0,0.0,0.12,0.0,42.611
18.54,3266.434166666667,93.01,0.70243,3.0,233.0,0.0,0.17,0.0,41.187
19.4,3266.434166666667,92.93,0.80374,4.0,233.0,0.0,0.15,0.0,39.129
18.96,3266.434166666667,92.97,0.7235,5.0,233.0,0.0,0.14,0.0,36.538
24.95,3266.434166666667,93.26,1.70145,6.0,233.0,56.94,0.13,0.0,32.981
20.65,3266.434166666667,93.07,0.93514,7.0,233.0,277.15,0.61,0.0,37.347
22.79,3266.434166666667,93.15,1.25095,8.0,233.0,484.13,0.66,0.0,39.997
30.42,3266.434166666667,93.21,2.86268,9.0,233.0,662.35,0.72,0.0,41.848
26.78,3266.434166666667,93.25,2.06855,10.0,233.0,801.02,0.75,0.0,50.815
28.6,3266.434166666667,93.23,2.55876,11.0,233.0,891.39,0.8,0.0,57.255
31.55,3266.434166666667,93.02,3.39739,12.0,233.0,927.83,0.87,0.0,59.265
30.82,3266.434166666667,93.17,3.21097,13.0,233.0,906.9,0.86,0.0,58.252
31.19,3266.434166666667,93.1,3.32877,14.0,233.0,831.02,0.85,0.0,55.559
29.42,3266.434166666667,93.07,2.88094,15.0,233.0,704.68,0.85,0.0,52.067
30.83,3266.434166666667,93.03,3.26873,16.0,233.0,536.02,0.72,0.0,48.772
30.12,3266.434166666667,93.05,3.10177,17.0,233.0,335.29,0.57,0.0,45.592
24.13,3266.434166666667,93.24,1.613,18.0,233.0,114.74,0.29,0.0,41.594
27.64,3266.434166666667,93.11,1.92474,19.0,233.0,0.0,0.16,0.0,38.941
25.88,3266.434166666667,93.16,1.77717,20.0,233.0,0.0,0.19,0.0,37.381
21.43,3266.434166666667,93.32,1.22065,21.0,233.0,0.0,0.26,0.0,37.136
23.22,3266.434166666667,93.26,1.45306,22.0,233.0,0.0,0.33,0.0,38.908
22.32,3266.434166666667,93.28,1.21449,23.0,233.0,0.0,0.4,0.0,41.817
19.52,3291.5120833333335,93.27,0.69101,0.0,234.0,0.0,0.46,0.0,44.438
20.8,3291.5120833333335,93.31,0.86841,1.0,234.0,0.0,0.38,0.0,45.262
20.16,3291.5120833333335,93.29,0.76202,2.0,234.0,0.0,0.32,0.0,44.679
18.21,3291.5120833333335,93.36,0.48282,3.0,234.0,0.0,0.28,0.0,43.169
19.07,3291.5120833333335,93.29,0.56896,4.0,234.0,0.0,0.24,0.0,41.301
18.64,3291.5120833333335,93.32,0.47658,5.0,234.0,0.0,0.21,0.0,39.343
25.38,3291.5120833333335,93.49,1.57623,6.0,234.0,53.73,0.19,0.0,36.481
20.59,3291.5120833333335,93.39,0.66397,7.0,234.0,273.67,0.63,0.0,42.62
22.98,3291.5120833333335,93.43,0.97886,8.0,234.0,480.97,0.67,0.0,47.557
30.84,3291.5120833333335,93.4,2.62617,9.0,234.0,659.5,0.7,0.0,52.614
27.21,3291.5120833333335,93.47,1.85076,10.0,234.0,798.15,0.75,0.0,60.58
29.03,3291.5120833333335,93.44,2.38717,11.0,234.0,888.48,0.81,0.0,63.984
32.15,3291.5120833333335,93.17,3.33146,12.0,234.0,924.85,0.88,0.0,64.363
31.3,3291.5120833333335,93.35,3.1582,13.0,234.0,903.58,0.84,0.0,62.081
31.74,3291.5120833333335,93.27,3.34782,14.0,234.0,827.38,0.81,0.0,60.009
29.72,3291.5120833333335,93.18,2.87717,15.0,234.0,700.74,0.79,0.0,58.844
31.34,3291.5120833333335,93.17,3.34112,16.0,234.0,531.58,0.72,0.0,58.167
30.53,3291.5120833333335,93.18,3.1578,17.0,234.0,330.41,0.65,0.0,56.861
23.79,3291.5120833333335,93.26,1.40783,18.0,234.0,109.69,0.28,0.0,53.283
27.74,3291.5120833333335,93.2,2.28056,19.0,234.0,0.0,0.26,0.0,50.621
25.76,3291.5120833333335,93.22,1.9191,20.0,234.0,0.0,0.23,0.0,48.594
20.79,3291.5120833333335,93.26,1.17146,21.0,234.0,0.0,0.14,0.0,46.754
22.79,3291.5120833333335,93.26,1.4602,22.0,234.0,0.0,0.15,0.0,45.961
21.79,3291.5120833333335,93.26,1.25522,23.0,234.0,0.0,0.17,0.0,46.145
19.07,3315.5975000000003,93.14,0.80864,0.0,235.0,0.0,0.2,0.0,46.887
20.23,3315.5975000000003,93.23,0.96838,1.0,235.0,0.0,0.2,0.0,47.418
19.66,3315.5975000000003,93.19,0.87585,2.0,235.0,0.0,0.2,0.0,46.987
17.93,3315.5975000000003,93.18,0.62882,3.0,235.0,0.0,0.2,0.0,45.465
18.69,3315.5975000000003,93.15,0.69163,4.0,235.0,0.0,0.19,0.0,42.965
18.31,3315.5975000000003,93.16,0.60048,5.0,235.0,0.0,0.19,0.0,39.836
23.67,3315.5975000000003,93.41,1.40541,6.0,235.0,43.62,0.18,0.0,35.762
19.82,3315.5975000000003,93.23,0.70375,7.0,235.0,232.11,0.71,0.0,42.831
21.73,3315.5975000000003,93.31,0.91308,8.0,235.0,409.78,0.79,0.0,47.214
28.71,3315.5975000000003,93.26,2.22256,9.0,235.0,657.59,0.85,0.0,51.104
25.37,3315.5975000000003,93.38,1.48494,10.0,235.0,796.25,0.87,0.0,56.357
27.05,3315.5975000000003,93.33,1.83814,11.0,235.0,886.56,0.89,0.0,59.347
30.14,3315.5975000000003,92.97,2.58323,12.0,235.0,923.0,0.91,0.007,60.725
29.22,3315.5975000000003,93.2,2.43355,13.0,235.0,901.36,0.85,0.007,60.881
29.69,3315.5975000000003,93.1,2.64071,14.0,235.0,824.8,0.81,0.007,60.21
27.99,3315.5975000000003,92.94,2.31714,15.0,235.0,696.29,0.78,0.003,59.396
29.43,3315.5975000000003,92.96,2.69322,16.0,235.0,526.92,0.75,0.003,58.461
28.71,3315.5975000000003,92.95,2.54826,17.0,235.0,325.63,0.71,0.003,56.71
24.11,3315.5975000000003,93.09,1.48734,18.0,235.0,104.62,0.49,0.0,53.681
26.68,3315.5975000000003,92.97,1.93171,19.0,235.0,0.0,0.4,0.0,51.281
25.39,3315.5975000000003,93.02,1.62904,20.0,235.0,0.0,0.33,0.0,49.262
21.17,3315.5975000000003,93.11,0.90705,21.0,235.0,0.0,0.27,0.0,47.623
23.13,3315.5975000000003,93.09,1.21452,22.0,235.0,0.0,0.31,0.0,47.552
22.15,3315.5975000000003,93.1,1.02354,23.0,235.0,0.0,0.36,0.0,48.927
18.3,3338.0941666666668,93.02,0.42269,0.0,236.0,0.0,0.45,0.0,50.625
20.22,3338.0941666666668,93.09,0.73664,1.0,236.0,0.0,0.41,0.0,51.31
19.27,3338.0941666666668,93.06,0.63948,2.0,236.0,0.0,0.39,0.0,50.984
16.97,3338.0941666666668,93.1,0.37705,3.0,236.0,0.0,0.39,0.0,49.849
17.85,3338.0941666666668,93.04,0.49355,4.0,236.0,0.0,0.38,0.0,48.267
17.41,3338.0941666666668,93.06,0.43832,5.0,236.0,0.0,0.37,0.0,46.641
21.85,3338.0941666666668,93.19,1.08953,6.0,236.0,48.35,0.36,0.0,44.372
18.59,3338.0941666666668,93.12,0.62719,7.0,236.0,268.71,0.78,0.0,54.601
20.21,3338.0941666666668,93.15,0.87827,8.0,236.0,476.78,0.86,0.0,60.576
26.2,3338.0941666666668,93.02,1.96903,9.0,236.0,653.31,0.93,0.0,65.581
23.32,3338.0941666666668,93.15,1.46061,10.0,236.0,791.48,1.0,0.0,71.753
24.77,3338.0941666666668,93.1,1.78558,11.0,236.0,881.41,1.08,0.0,75.542
29.09,3338.0941666666668,92.72,2.78891,12.0,236.0,921.19,1.17,0.007,75.244
27.19,3338.0941666666668,92.95,2.34336,13.0,236.0,899.23,1.13,0.007,71.765
28.16,3338.0941666666668,92.85,2.5616,14.0,236.0,822.28,1.09,0.007,67.28
25.91,3338.0941666666668,92.54,2.07044,15.0,236.0,651.1,1.07,0.01,62.969
28.05,3338.0941666666668,92.68,2.53938,16.0,236.0,491.41,1.0,0.01,59.061
26.99,3338.0941666666668,92.62,2.30353,17.0,236.0,301.97,0.92,0.01,55.121
21.52,3338.0941666666668,92.72,1.17399,18.0,236.0,100.46,0.55,0.003,50.657
24.43,3338.0941666666668,92.58,1.64686,19.0,236.0,0.0,0.39,0.003,48.164
22.97,3338.0941666666668,92.64,1.36719,20.0,236.0,0.0,0.28,0.003,46.236
19.56,3338.0941666666668,92.69,0.88837,21.0,236.0,0.0,0.18,0.0,43.786
20.87,3338.0941666666668,92.71,1.03517,22.0,236.0,0.0,0.15,0.0,41.525
20.22,3338.0941666666668,92.7,0.89091,23.0,236.0,0.0,0.14,0.0,39.695
18.17,3358.8145833333333,92.54,0.56746,0.0,237.0,0.0,0.13,0.0,38.055
19.11,3358.8145833333333,92.66,0.63264,1.0,237.0,0.0,0.17,0.0,36.733
18.65,3358.8145833333333,92.61,0.50334,2.0,237.0,0.0,0.22,0.0,36.19
18.23,3358.8145833333333,92.52,0.38201,3.0,237.0,0.0,0.27,0.417,36.825
18.19,3358.8145833333333,92.54,0.3311,4.0,237.0,0.0,0.3,0.417,39.462
18.21,3358.8145833333333,92.53,0.28802,5.0,237.0,0.0,0.32,0.417,42.027
20.36,3358.8145833333333,92.69,0.5463,6.0,237.0,34.29,0.35,0.0,42.318
18.92,3358.8145833333333,92.56,0.48245,7.0,237.0,199.05,0.62,0.0,45.357
19.63,3358.8145833333333,92.61,0.72357,8.0,237.0,354.53,0.76,0.0,47.878
24.27,3358.8145833333333,92.57,1.63709,9.0,237.0,636.32,0.96,0.0,51.099
21.68,3358.8145833333333,92.66,1.18356,10.0,237.0,771.33,0.85,0.0,55.939
22.98,3358.8145833333333,92.62,1.41111,11.0,237.0,859.01,0.73,0.0,60.225
22.97,3358.8145833333333,92.48,1.41784,12.0,237.0,726.99,0.62,1.29,62.678
23.85,3358.8145833333333,92.55,1.4616,13.0,237.0,709.63,0.38,1.29,64.535
23.41,3358.8145833333333,92.52,1.2785,14.0,237.0,648.35,0.51,1.29,66.553
21.27,3358.8145833333333,92.55,0.7986,15.0,237.0,301.07,0.78,1.33,67.885
